name;description;price;categories;quantity;image1;image2;source_url;color;material;;;;;
Frame Shirt LS Men's;Frame Shirt LS Men's;810;Clothing>Men;5;images\frame-shirt-ls-mens-1.jpg;images\frame-shirt-ls-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/frame-shirt-ls;Red;Nylon;;;;;
Frame Shirt SS Men's;Frame Shirt SS Men's;608;Clothing>Men;5;images\frame-shirt-ss-mens-1.jpg;images\frame-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/frame-shirt-ss;Red;Nylon;;;;;
Gamma AR Pant Men's;Gamma AR Pant Men's;972;Clothing>Men;5;images\gamma-ar-pant-mens-1.jpg;images\gamma-ar-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-ar-pant-9925;;;;;;;
Gamma Hoody Men's;Gamma Hoody Men's;1215;Clothing>Men;5;images\gamma-hoody-mens-1.jpg;images\gamma-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-hoody-9905;Red;;;;;;
Gamma Jacket Men's;Gamma Jacket Men's;1134;Clothing>Men;5;images\gamma-jacket-mens-1.jpg;images\gamma-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-jacket-9908;Red;;;;;;
Gamma Jogger Men's;Gamma Jogger Men's;810;Clothing>Men;5;images\gamma-jogger-mens-1.jpg;images\gamma-jogger-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-jogger-0040;;;;;;;
Gamma Lightweight Hoody Men's;Gamma Lightweight Hoody Men's;1053;Clothing>Men;5;images\gamma-lightweight-hoody-mens-1.jpg;images\gamma-lightweight-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-lightweight-hoody;Black;Nylon;;;;;
Gamma Lightweight Jacket Men's;Gamma Lightweight Jacket Men's;972;Clothing>Men;5;images\gamma-lightweight-jacket-mens-1.jpg;images\gamma-lightweight-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-lightweight-jacket;Green;Nylon;;;;;
Gamma MX Hoody Men's;Gamma MX Hoody Men's;1620;Clothing>Men;5;images\gamma-mx-hoody-mens-1.jpg;images\gamma-mx-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-mx-hoody-8485;Black;;;;;;
Gamma MX Jacket Men's;Gamma MX Jacket Men's;1418;Clothing>Men;5;images\gamma-mx-jacket-mens-1.jpg;images\gamma-mx-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-mx-jacket-8486;Red;;;;;;
Gamma MX Pant Men's;Gamma MX Pant Men's;1215;Clothing>Men;5;images\gamma-mx-pant-mens-1.jpg;images\gamma-mx-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-mx-pant-8253;Red;;;;;;
Gamma Pant Men's;Gamma Pant Men's;810;Clothing>Men;5;images\gamma-pant-mens-1.jpg;images\gamma-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-pant-9532;Black;;;;;;
"Gamma SL Short 11"" Men's";"Gamma SL Short 11"" Men's";486;Clothing>Men;5;images\gamma-sl-short-11-mens-1.jpg;images\gamma-sl-short-11-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-sl-short-11-9526;;;;;;;
"Gamma SL Short 9"" Men's";"Gamma SL Short 9"" Men's";486;Clothing>Men;5;images\gamma-sl-short-9-mens-1.jpg;images\gamma-sl-short-9-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/gamma-sl-short-9-9531;;;;;;;
Hallam Merino Wool Crew Neck Men's;Hallam Merino Wool Crew Neck Men's;729;Clothing>Men;5;images\hallam-merino-wool-crew-neck-mens-1.jpg;images\hallam-merino-wool-crew-neck-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/hallam-merino-wool-crew-neck;Red;Polyester;;;;;
Incendo Airshell Hoody Men's;Incendo Airshell Hoody Men's;972;Clothing>Men;5;images\incendo-airshell-hoody-mens-1.jpg;images\incendo-airshell-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/incendo-airshell-hoody;Black;Nylon;;;;;
Indisce Blazer Men's;Indisce Blazer Men's;2025;Clothing>Men;5;images\indisce-blazer-mens-1.jpg;images\indisce-blazer-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/indisce-blazer-9385;Black;;;;;;
Indisce MX Pant Men's;Indisce MX Pant Men's;2430;Clothing>Men;5;images\indisce-mx-pant-mens-1.jpg;images\indisce-mx-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/indisce-mx-pant-9947;Black;Nylon;;;;;
Ionia Merino Wool Shirt SS Men's;Ionia Merino Wool Shirt SS Men's;365;Clothing>Men;5;images\ionia-merino-wool-shirt-ss-mens-1.jpg;images\ionia-merino-wool-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/ionia-merino-wool-shirt-ss;Black;Nylon;;;;;
Isogon MX Hoody Men's;Isogon MX Hoody Men's;2025;Clothing>Men;5;images\isogon-mx-hoody-mens-1.jpg;images\isogon-mx-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/isogon-mx-hoody-0585;Black;;;;;;
Konseal Crew Neck Pullover Men's;Konseal Crew Neck Pullover Men's;729;Clothing>Men;5;images\konseal-crew-neck-pullover-mens-1.jpg;images\konseal-crew-neck-pullover-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/konseal-crew-neck-pullover-8454;Red;Nylon;;;;;
Konseal GTX Shoe Men's;Konseal GTX Shoe Men's;891;Footwear>Men;5;images\konseal-gtx-shoe-mens-1.jpg;images\konseal-gtx-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/konseal-gtx-shoe-9833;;GORE-TEX;;;;;
Konseal Pullover Hoody Men's;Konseal Pullover Hoody Men's;810;Clothing>Men;5;images\konseal-pullover-hoody-mens-1.jpg;images\konseal-pullover-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/konseal-pullover-hoody-8443;;Nylon;;;;;
Konseal Shoe Men's;Konseal Shoe Men's;770;Footwear>Men;5;images\konseal-shoe-mens-1.jpg;images\konseal-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/konseal-shoe-9834;Black;;;;;;
Kopec GTX Shoe Men's;Kopec GTX Shoe Men's;729;Footwear>Men;5;images\kopec-gtx-shoe-mens-1.jpg;images\kopec-gtx-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kopec-gtx-shoe-0023;Black;GORE-TEX;;;;;
Kopec Mid GTX Boot Men's;Kopec Mid GTX Boot Men's;810;Footwear>Men;5;images\kopec-mid-gtx-boot-mens-1.jpg;images\kopec-mid-gtx-boot-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kopec-mid-gtx-boot-0029;Black;GORE-TEX;;;;;
Kragg Cotton Lithographica Shirt SS Men's;Kragg Cotton Lithographica Shirt SS Men's;324;Clothing>Men;5;images\kragg-cotton-lithographica-shirt-ss-mens-1.jpg;images\kragg-cotton-lithographica-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-cotton-lithographica-shirt-ss-9926;White;Down;;;;;
Kragg Cotton Pant Men's;Kragg Cotton Pant Men's;729;Clothing>Men;5;images\kragg-cotton-pant-mens-1.jpg;images\kragg-cotton-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-cotton-pant-9530;Red;Cotton;;;;;
Kragg Cotton Shirt LS Men's;Kragg Cotton Shirt LS Men's;324;Clothing>Men;5;images\kragg-cotton-shirt-ls-mens-1.jpg;images\kragg-cotton-shirt-ls-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-cotton-shirt-ls-9714;Black;Cotton;;;;;
"Kragg Cotton Short 9"" Men's";"Kragg Cotton Short 9"" Men's";486;Clothing>Men;5;images\kragg-cotton-short-9-mens-1.jpg;images\kragg-cotton-short-9-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-cotton-short-9-9528;;Cotton;;;;;
Kragg Insulated Shoe Men's;Kragg Insulated Shoe Men's;729;Footwear>Men;5;images\kragg-insulated-shoe-mens-1.jpg;images\kragg-insulated-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-insulated-shoe-9205;Red;;;;;;
Kragg Multi Shoe Men's;Kragg Multi Shoe Men's;729;Footwear>Men;5;images\kragg-multi-shoe-mens-1.jpg;images\kragg-multi-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-multi-shoe-0404;Red;Down;;;;;
Kragg Shoe Men's;Kragg Shoe Men's;648;Footwear>Men;5;images\kragg-shoe-mens-1.jpg;images\kragg-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-shoe-0110;Red;Down;;;;;
Kragg SL Cotton Bird Tile Shirt LS Men's;Kragg SL Cotton Bird Tile Shirt LS Men's;324;Clothing>Men;5;images\kragg-sl-cotton-bird-tile-shirt-ls-mens-1.jpg;images\kragg-sl-cotton-bird-tile-shirt-ls-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-sl-cotton-bird-tile-shirt-ls-9537;Black;Cotton;;;;;
Kragg SL Cotton Bird Word Shirt SS Men's;Kragg SL Cotton Bird Word Shirt SS Men's;284;Clothing>Men;5;images\kragg-sl-cotton-bird-word-shirt-ss-mens-1.jpg;images\kragg-sl-cotton-bird-word-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-sl-cotton-bird-word-shirt-ss-9535;;Cotton;;;;;
Kragg SL Cotton Blurred Bird Shirt SS Men's;Kragg SL Cotton Blurred Bird Shirt SS Men's;284;Clothing>Men;5;images\kragg-sl-cotton-blurred-bird-shirt-ss-mens-1.jpg;images\kragg-sl-cotton-blurred-bird-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-sl-cotton-blurred-bird-shirt-ss-9538;Red;Cotton;;;;;
Kragg SL Cotton Shirt LS Men's;Kragg SL Cotton Shirt LS Men's;284;Clothing>Men;5;images\kragg-sl-cotton-shirt-ls-mens-1.jpg;images\kragg-sl-cotton-shirt-ls-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-sl-cotton-shirt-ls-9536;;Cotton;;;;;
Kragg SL Cotton Shirt SS Men's;Kragg SL Cotton Shirt SS Men's;243;Clothing>Men;5;images\kragg-sl-cotton-shirt-ss-mens-1.jpg;images\kragg-sl-cotton-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kragg-sl-cotton-shirt-ss-9533;Black;Cotton;;;;;
Kyanite Hoody Men's;Kyanite Hoody Men's;810;Clothing>Men;5;images\kyanite-hoody-mens-1.jpg;images\kyanite-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kyanite-hoody-8446;Red;Nylon;;;;;
Kyanite Jacket Men's;Kyanite Jacket Men's;729;Clothing>Men;5;images\kyanite-jacket-mens-1.jpg;images\kyanite-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kyanite-jacket-8447;Black;Nylon;;;;;
Kyanite Pant Men's;Kyanite Pant Men's;648;Clothing>Men;5;images\kyanite-pant-mens-1.jpg;images\kyanite-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kyanite-pant;Black;;;;;;
Kyanite Pullover Hoody Men's;Kyanite Pullover Hoody Men's;729;Clothing>Men;5;images\kyanite-pullover-hoody-mens-1.jpg;images\kyanite-pullover-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/kyanite-pullover-hoody-8444;Black;;;;;;
Lerus Insulated Tech Wool Jacket Men's;Lerus Insulated Tech Wool Jacket Men's;3848;Clothing>Men;5;images\lerus-insulated-tech-wool-jacket-mens-1.jpg;images\lerus-insulated-tech-wool-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/lerus-insulated-tech-wool-jacket-0026;Red;Polyester;;;;;
Macai Jacket Men's;Macai Jacket Men's;4455;Clothing>Men;5;images\macai-jacket-mens-1.jpg;images\macai-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/macai-jacket-9890;;GORE-TEX;;;;;
Macai Shell Jacket Men's;Macai Shell Jacket Men's;3038;Clothing>Men;5;images\macai-shell-jacket-mens-1.jpg;images\macai-shell-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/macai-shell-jacket-9889;Black;GORE-TEX;;;;;
Metron Polo Shirt SS Men's;Metron Polo Shirt SS Men's;1013;Clothing>Men;5;images\metron-polo-shirt-ss-mens-1.jpg;images\metron-polo-shirt-ss-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/metron-polo-shirt-ss;Black;Polyester;;;;;
Metry Shirt LS Men's;Metry Shirt LS Men's;1620;Clothing>Men;5;images\metry-shirt-ls-mens-1.jpg;images\metry-shirt-ls-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/metry-shirt-ls-9122;Red;Nylon;;;;;
Mionn Insulated Jacket Men's;Mionn Insulated Jacket Men's;2025;Clothing>Men;5;images\mionn-insulated-jacket-mens-1.jpg;images\mionn-insulated-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/mionn-insulated-jacket-9116;Red;;;;;;
Mionn Insulated Overshirt Men's;Mionn Insulated Overshirt Men's;2025;Clothing>Men;5;images\mionn-insulated-overshirt-mens-1.jpg;images\mionn-insulated-overshirt-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/mionn-insulated-overshirt-9117;Red;;;;;;
Mionn Softshell Overshirt Men's;Mionn Softshell Overshirt Men's;2633;Clothing>Men;5;images\mionn-softshell-overshirt-mens-1.jpg;images\mionn-softshell-overshirt-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/mionn-softshell-overshirt-9303;Black;Down;;;;;
Monitor Coat Men's;Monitor Coat Men's;4860;Clothing>Men;5;images\monitor-coat-mens-1.jpg;images\monitor-coat-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/monitor-coat-9523;Red;GORE-TEX;;;;;
Monitor Down Coat Men's;Monitor Down Coat Men's;7290;Clothing>Men;5;images\monitor-down-coat-mens-1.jpg;images\monitor-down-coat-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/monitor-down-coat-9943;Black;GORE-TEX;;;;;
Norvan 4 Nivalis GTX Grotto Shoe Men's;Norvan 4 Nivalis GTX Grotto Shoe Men's;1053;Footwear>Men;5;images\norvan-4-nivalis-gtx-grotto-shoe-mens-1.jpg;images\norvan-4-nivalis-gtx-grotto-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-4-nivalis-grotto-shoe-0172;;GORE-TEX;;;;;
Norvan 4 Nivalis GTX Shoe Men's;Norvan 4 Nivalis GTX Shoe Men's;1013;Footwear>Men;5;images\norvan-4-nivalis-gtx-shoe-mens-1.jpg;images\norvan-4-nivalis-gtx-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-4-nivalis-shoe-9835;Red;GORE-TEX;;;;;
Norvan Insulated Hoody Men's;Norvan Insulated Hoody Men's;1215;Clothing>Men;5;images\norvan-insulated-hoody-mens-1.jpg;images\norvan-insulated-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-insulated-hoody-8435;Black;;;;;;
Norvan Insulated Pant Men's;Norvan Insulated Pant Men's;810;Clothing>Men;5;images\norvan-insulated-pant-mens-1.jpg;images\norvan-insulated-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-insulated-pant-8256;;;;;;;
Norvan Insulated Vest Men's;Norvan Insulated Vest Men's;729;Clothing>Men;5;images\norvan-insulated-vest-mens-1.jpg;images\norvan-insulated-vest-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-insulated-vest;Black;GORE-TEX;;;;;
Norvan Jacket Men's;Norvan Jacket Men's;1823;Clothing>Men;5;images\norvan-jacket-mens-1.jpg;images\norvan-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-jacket-9571;Red;GORE-TEX;;;;;
Norvan LD 4 GTX Shoe Men's;Norvan LD 4 GTX Shoe Men's;810;Footwear>Men;5;images\norvan-ld-4-gtx-shoe-mens-1.jpg;images\norvan-ld-4-gtx-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-ld-4-gtx-shoe-0397;Black;GORE-TEX;;;;;
Norvan LD 4 Shoe Men's;Norvan LD 4 Shoe Men's;689;Footwear>Men;5;images\norvan-ld-4-shoe-mens-1.jpg;images\norvan-ld-4-shoe-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-ld-4-shoe-0398;Black;Down;;;;;
"Norvan Liner 5"" Men's";"Norvan Liner 5"" Men's";405;Clothing>Men;5;images\norvan-liner-5-mens-1.jpg;images\norvan-liner-5-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-liner-5;Black;;;;;;
"Norvan Liner Short 7"" Men's";"Norvan Liner Short 7"" Men's";405;Clothing>Men;5;images\norvan-liner-short-7-mens-1.jpg;images\norvan-liner-short-7-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-liner-short-7-9540;Red;;;;;;
"Norvan Short 5"" Men's";"Norvan Short 5"" Men's";365;Clothing>Men;5;images\norvan-short-5-mens-1.jpg;images\norvan-short-5-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-short-5;Red;Polyester;;;;;
Norvan Tight Men's;Norvan Tight Men's;729;Clothing>Men;5;images\norvan-tight-mens-1.jpg;images\norvan-tight-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/norvan-tight-0126;Black;Nylon;;;;;
Nuclei Pant Men's;Nuclei Pant Men's;1418;Clothing>Men;5;images\nuclei-pant-mens-1.jpg;images\nuclei-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/nuclei-pant-8434;Black;Nylon;;;;;
Olera Full Zip Hoody Men's;Olera Full Zip Hoody Men's;810;Clothing>Men;5;images\olera-full-zip-hoody-mens-1.jpg;images\olera-full-zip-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/olera-full-zip-hoody-9918;;;;;;;
Practitioner AR Hoody Men's;Practitioner AR Hoody Men's;1337;Clothing>Men;5;images\practitioner-ar-hoody-mens-1.jpg;images\practitioner-ar-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/practitioner-ar-hoody;;;;;;;
Proton Hoody Men's;Proton Hoody Men's;1418;Clothing>Men;5;images\proton-hoody-mens-1.jpg;images\proton-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/proton-hoody-8436;;Nylon;;;;;
Proton SL Hoody Men's;Proton SL Hoody Men's;1134;Clothing>Men;5;images\proton-sl-hoody-mens-1.jpg;images\proton-sl-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/proton-sl-hoody-9557;;;;;;;
Quartic Jacket Men's;Quartic Jacket Men's;2430;Clothing>Men;5;images\quartic-jacket-mens-1.jpg;images\quartic-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/quartic-jacket;Black;;;;;;
Quartic Jacket Men's;Quartic Jacket Men's;2430;Clothing>Men;5;images\quartic-jacket-mens-1.jpg;images\quartic-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/quartic-jacket-0533;;;;;;;
Ralle Down Parka Men's;Ralle Down Parka Men's;3645;Clothing>Men;5;images\ralle-down-parka-mens-1.jpg;images\ralle-down-parka-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/ralle-down-parka-9156;;GORE-TEX;;;;;
Ralle Insulated Jacket Men's;Ralle Insulated Jacket Men's;2633;Clothing>Men;5;images\ralle-insulated-jacket-mens-1.jpg;images\ralle-insulated-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/ralle-insulated-jacket-9878;Black;GORE-TEX;;;;;
Rho LT Bottom Men's;Rho LT Bottom Men's;405;Clothing>Men;5;images\rho-lt-bottom-mens-1.jpg;images\rho-lt-bottom-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-lt-bottom-0037;;;;;;;
Rho LT Crew Neck Men's;Rho LT Crew Neck Men's;405;Clothing>Men;5;images\rho-lt-crew-neck-mens-1.jpg;images\rho-lt-crew-neck-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-lt-crew-neck-9417;;;;;;;
Rho LT Hoody Men's;Rho LT Hoody Men's;486;Clothing>Men;5;images\rho-lt-hoody-mens-1.jpg;images\rho-lt-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-lt-hoody-9423;Black;Polyester;;;;;
Rho LT Zip Neck Men's;Rho LT Zip Neck Men's;486;Clothing>Men;5;images\rho-lt-zip-neck-mens-1.jpg;images\rho-lt-zip-neck-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-lt-zip-neck-9425;;;;;;;
Rho Merino Wool Bottom Men's;Rho Merino Wool Bottom Men's;486;Clothing>Men;5;images\rho-merino-wool-bottom-mens-1.jpg;images\rho-merino-wool-bottom-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-merino-wool-bottom;Black;Nylon;;;;;
Rho Merino Wool Crew Neck LS Men's;Rho Merino Wool Crew Neck LS Men's;486;Clothing>Men;5;images\rho-merino-wool-crew-neck-ls-mens-1.jpg;images\rho-merino-wool-crew-neck-ls-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-merino-wool-crew-neck-ls;;Nylon;;;;;
Rho Merino Wool Zip Neck Men's;Rho Merino Wool Zip Neck Men's;567;Clothing>Men;5;images\rho-merino-wool-zip-neck-mens-1.jpg;images\rho-merino-wool-zip-neck-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-merino-wool-zip-neck;Black;Nylon;;;;;
Rho SV Zip Neck Men's;Rho SV Zip Neck Men's;567;Clothing>Men;5;images\rho-sv-zip-neck-mens-1.jpg;images\rho-sv-zip-neck-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rho-sv-zip-neck-9922;Red;;;;;;
Rush Bib Pant Men's;Rush Bib Pant Men's;3038;Clothing>Men;5;images\rush-bib-pant-mens-1.jpg;images\rush-bib-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rush-bib-pant-9904;Black;GORE-TEX;;;;;
Rush Jacket Men's;Rush Jacket Men's;3240;Clothing>Men;5;images\rush-jacket-mens-1.jpg;images\rush-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/rush-jacket-9903;Black;GORE-TEX;;;;;
Sabre Bib Pant Men's;Sabre Bib Pant Men's;2835;Clothing>Men;5;images\sabre-bib-pant-mens-1.jpg;images\sabre-bib-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-bib-pant-8924;Red;GORE-TEX;;;;;
Sabre Bib Pant - Nightfall Men's;Sabre Bib Pant - Nightfall Men's;3038;Clothing>Men;5;images\sabre-bib-pant---nightfall-mens-1.jpg;images\sabre-bib-pant---nightfall-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-bib-pant-nightfall-9952;;GORE-TEX;;;;;
Sabre Insulated Jacket Men's;Sabre Insulated Jacket Men's;3645;Clothing>Men;5;images\sabre-insulated-jacket-mens-1.jpg;images\sabre-insulated-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-insulated-jacket-9913;Black;GORE-TEX;;;;;
Sabre Jacket Men's;Sabre Jacket Men's;3038;Clothing>Men;5;images\sabre-jacket-mens-1.jpg;images\sabre-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-jacket-0536;Black;GORE-TEX;;;;;
Sabre Jacket - Nightfall Men's;Sabre Jacket - Nightfall Men's;3240;Clothing>Men;5;images\sabre-jacket---nightfall-mens-1.jpg;images\sabre-jacket---nightfall-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-jacket-nightfall-9953;;GORE-TEX;;;;;
Sabre Pant Men's;Sabre Pant Men's;2430;Clothing>Men;5;images\sabre-pant-mens-1.jpg;images\sabre-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-pant-8928;Red;GORE-TEX;;;;;
Sabre Relaxed Anorak Men's;Sabre Relaxed Anorak Men's;3240;Clothing>Men;5;images\sabre-relaxed-anorak-mens-1.jpg;images\sabre-relaxed-anorak-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-relaxed-anorak-0537;Black;GORE-TEX;;;;;
Sabre Relaxed Pant Men's;Sabre Relaxed Pant Men's;2633;Clothing>Men;5;images\sabre-relaxed-pant-mens-1.jpg;images\sabre-relaxed-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-relaxed-pant-9157;Black;GORE-TEX;;;;;
Sabre SV Jacket Men's;Sabre SV Jacket Men's;3645;Clothing>Men;5;images\sabre-sv-jacket-mens-1.jpg;images\sabre-sv-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sabre-sv-jacket-9910;Black;GORE-TEX;;;;;
Sawyer Wool Hoody Men's;Sawyer Wool Hoody Men's;1823;Clothing>Men;5;images\sawyer-wool-hoody-mens-1.jpg;images\sawyer-wool-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sawyer-wool-hoody-0587;Red;;;;;;
Sawyer Wool Overshirt Men's;Sawyer Wool Overshirt Men's;1620;Clothing>Men;5;images\sawyer-wool-overshirt-mens-1.jpg;images\sawyer-wool-overshirt-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/sawyer-wool-overshirt-9911;;;;;;;
Secant Comp Track Pant Men's;Secant Comp Track Pant Men's;1114;Clothing>Men;5;images\secant-comp-track-pant-mens-1.jpg;images\secant-comp-track-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/secant-comp-track-pant;Red;Nylon;;;;;
Secant SL Jacket Men's;Secant SL Jacket Men's;3240;Clothing>Men;5;images\secant-sl-jacket-mens-1.jpg;images\secant-sl-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/secant-sl-jacket-9478;Black;GORE-TEX;;;;;
Serratus Hoody Men's;Serratus Hoody Men's;1418;Clothing>Men;5;images\serratus-hoody-mens-1.jpg;images\serratus-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/serratus-hoody-9570;Red;;;;;;
Serratus Pant Men's;Serratus Pant Men's;972;Clothing>Men;5;images\serratus-pant-mens-1.jpg;images\serratus-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/serratus-pant-9527;;;;;;;
Skaha Harness Men's;Skaha Harness Men's;729;Clothing>Men;5;images\skaha-harness-mens-1.jpg;images\skaha-harness-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/skaha-harness-9656;;;;;;;
Ski Guide Bib Pant Men's;Ski Guide Bib Pant Men's;3443;Clothing>Men;5;images\ski-guide-bib-pant-mens-1.jpg;images\ski-guide-bib-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/ski-guide-bib-pant-9669;Black;GORE-TEX;;;;;
Ski Guide Jacket Men's;Ski Guide Jacket Men's;4050;Clothing>Men;5;images\ski-guide-jacket-mens-1.jpg;images\ski-guide-jacket-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/ski-guide-jacket-9171;Red;GORE-TEX;;;;;
Ski Guide Pant Men's;Ski Guide Pant Men's;3240;Clothing>Men;5;images\ski-guide-pant-mens-1.jpg;images\ski-guide-pant-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/ski-guide-pant-9198;Black;GORE-TEX;;;;;
Solano Down Hoody Men's;Solano Down Hoody Men's;2430;Clothing>Men;5;images\solano-down-hoody-mens-1.jpg;images\solano-down-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/solano-down-hoody-9893;Black;GORE-TEX;;;;;
Solano Hoody Men's;Solano Hoody Men's;1620;Clothing>Men;5;images\solano-hoody-mens-1.jpg;images\solano-hoody-mens-2.jpg;https://arcteryx.com/us/en/shop/mens/solano-hoody-9568;Black;GORE-TEX;;;;;
